"id","slug","scheme_name","description","states","level","scheme_for","close_date","tags","created_at"
70,"nmoeppm","National Mission on Edible Oil–Oil Palm: Planting Materials","The scheme component ""Planting Materials"" launched under the ""National Mission on Edible Oil–Oil Palm"" scheme aims to increase oil palm production in the state and reduce dependency on imports through financial assistance to farmers for procuring planting materials.","[""Gujarat""]","State","Individual","None","[""Edible Oil"", ""Oil Palm"", ""Planting Materials"", ""Imported Plant"", ""Seedlings"", ""Subsidy""]","2026-03-11 22:53:34.122865+05:30"
71,"atmfcvc","Assistance in Trellise Mandap for Cultivation of Vegetable Crops","The scheme ""Assistance in Trellise Mandap for Cultivation of Vegetable Crops"" aims to promote structured vegetable farming through the provision of financial assistance for constructing kachha/semi-pucca/pucca trellis mandaps to all farmers across the state.","[""Gujarat""]","State","Individual","None","[""Agriculture"", ""Vegetable Farming"", ""Trellis Mandap"", ""Farming Infrastructure""]","2026-03-11 22:53:34.122868+05:30"
72,"dspvsfwcplguj","Distribution of Seeds of more productions varieties/ Hybrids varieties Seeds and fertilizer at subsidies etc. to Adivasi farmers in Tribal Area: Water Carrying Pipe Line (TASP & OTASP) Gujarat","The scheme aims to improve the agricultural productivity of Scheduled Tribe farmers through subsidized seeds, fertilizers, and equipment. It provides direct support to tribal farmers for enhancing crop production and livelihood.","[""Gujarat""]","State","Individual","None","[""Adivasi Farmers"", ""Crop Production"", ""Livelihood"", ""Fertilizer"", ""Subsidies"", ""Water Carrying Pipeline""]","2026-03-11 22:53:34.12287+05:30"
73,"dsmpvhvstguj","Distribution of Seeds of more productions varieties/ Hybrids varieties Seeds and fertilizer at subsidies etc. to Adivasi farmers in Tribal Area: Tarpaulin Gujarat","The scheme aims to enhance crop production and livelihood. It provides subsidies on seeds, fertilizers, tarpaulins, and other agricultural inputs to Scheduled Tribe farmers.","[""Gujarat""]","State","Individual","None","[""Adivasi Farmers"", ""Crop Production"", ""Livelihood"", ""Seeds"", ""Fertilizer"", ""Subsidies"", ""Tarpaulin""]","2026-03-11 22:53:34.122872+05:30"
74,"dsmphsfcclomuk","Distribution of Seeds of more productions varieties/ Hybrids varieties Seeds and fertilizer at subsidies etc. to Adivasi farmers in Tribal Area: Castor cake/Neem cake/ Liquid Fermented Organic Manure / Green manure seed (For mix in the soil) Gujarat","The scheme aims to help tribal farmers improve their livelihood by increasing agricultural crop production. Through this scheme, subsidies are provided on high-yield and hybrid seeds, fertilizers, and other agricultural inputs to Scheduled Tribe farmers.","[""Gujarat""]","State","Individual","None","[""Adivasi Farmers"", ""Crop Production"", ""Livelihood"", ""Castor Cake"", ""Fertilizer"", ""Subsidies""]","2026-03-11 22:53:34.122874+05:30"
75,"ihdptaf","Integrated Horticulture Development Program for Tribal Area Farmers (TASP) HRT-3","The scheme ""Integrated Horticulture Development Program for Tribal Area Farmers (TASP) HRT-3"" by the Agriculture and Co-operation Department, Government of Gujarat, aims to enhance the horticulture sector through financial assistance and subsidies to tribal area farmers across the state.","[""Gujarat""]","State","Individual","None","[""Horticulture"", ""Tribal Farmers"", ""Farm Mechanization"", ""Post Harvest Management"", ""Subsidy""]","2026-03-11 22:53:34.122877+05:30"
76,"pmmsyfvguj","PMMSY: Three wheeler with Ice Box including e-rickshaws for fish vending - Gujarat ","The scheme aims to strengthen fish storage infrastructure for hygienic preservation. Through this scheme, beneficiaries receive financial assistance for a three-wheeler with an Ice Box, including e-rickshaws for fish vending.","[""Gujarat""]","State","Individual","None","[""Construction Of Plant"", ""Storage"", ""Fishermen"", ""Fish Sellers""]","2026-03-11 22:53:34.122879+05:30"
77,"pmmsysadsvtguj","PMMSY: Support for Acquisition of Deep Sea Fishing Vessels for Traditional Fishermen - Gujarat ","The scheme aims to strengthen fish storage infrastructure for hygienic preservation. Through this scheme, beneficiaries receive financial assistance for the support for acquisition of deep-sea fishing vessels for traditional fishermen.","[""Gujarat""]","State","Individual","None","[""Construction Of Plant"", ""Storage"", ""Traditional Fishermen"", ""Fish Sellers"", ""Support For Acquisition Of Deep Sea Fishing Vessels""]","2026-03-11 22:53:35.564534+05:30"
78,"pmmsyiceboxguj","PMMSY: Motorcycle with Ice Box - Gujarat","The scheme aims to provide financial assistance for the purchase of motorcycles with ice boxes. Through this scheme, eligible beneficiaries receive subsidies to enhance their livelihood opportunities.","[""Gujarat""]","State","Individual","None","[""Construction Of Plant"", ""Storage"", ""Fishermen"", ""Fish Sellers""]","2026-03-11 22:53:35.564546+05:30"
79,"lisulm","National Livestock Mission: Livestock Insurance Scheme - Uttarakhand Livestock Development Board"," The scheme aims to provide insurance coverage to livestock in order to protect cattle rearers against the loss of their animals due to death, thereby encouraging them to adopt better animal husbandry practices.","[""Uttarakhand""]","State","Individual","None","[""Livestock"", ""Animal Husbandry"", ""Insurance"", ""Cattle""]","2026-03-11 22:53:35.564548+05:30"
80,"mtp","Maitri Prashikshan Karyakram - Uttarakhand Livestock Development Board","The scheme aims to enhance livestock productivity and improve  artificial insemination services across the state through the training and capacity building of local youth.","[""Uttarakhand""]","State","Individual","None","[""Artificial Insemination"", ""Livestock Development"", ""Animal Husbandry"", ""Training"", ""Livestock""]","2026-03-11 22:53:35.56455+05:30"
81,"fishfarminguk","Machhali Palan","The scheme aims to provide financial support to fishermen for repairing, reconstructing, and replacing damaged boats and nets due to disasters. ","[""Uttarakhand""]","State","Individual","None","[""Fish Farming"", ""Fishermen"", ""Boat"", ""Net"", ""Fish Seed Farm""]","2026-03-11 22:53:35.564552+05:30"
82,"copy-of-dmf-acivcu","Development of Manures & Fertilizers: Assistance for Construction/Installation of Vermi-Compost Units","The ""Vermi-compost Units"" component of the scheme aims to convert available on-field and farm waste material into chemical-free farm resources as farm input for organic farming through vermicomposting processes. The payment of the sanctioned subsidy is through Electronic Clearance System (ECS).","[""Goa""]","State","Individual","None","[""Agriculture"", ""Farmer"", ""Crop"", ""Soil"", ""Plant""]","2026-03-11 22:53:35.564554+05:30"
83,"rccdcwrfv","Compensation for Crop Damage Caused by Wildlife (in Revenue and Forest Villages)","The scheme aims to provide timely financial assistance to farmers for crop damage caused by wildlife, assessed and compensated within 30 working days as per revenue book circular guidelines.","[""Madhya Pradesh""]","State","Individual","None","[""Farmer"", ""Financial Relief"", ""Wild Animal"", ""Crops""]","2026-03-11 22:53:35.564556+05:30"
84,"hcpp","Hybrid Chilli Production Program","The scheme aims to provide self-employment opportunities and increase income for Scheduled Caste farmers living below the poverty line by promoting hybrid chilli cultivation.","[""Madhya Pradesh""]","State","Individual","None","[""Hybrid Chilli Production"", ""Financial Assistance"", ""Horticulture""]","2026-03-11 22:53:37.050583+05:30"
85,"msks","Mukhyamantri Sudharit Kamdhenu Scheme","The scheme aims to help the farmers to get financial assistance for the purchase of cross bred cows, improved she buffaloes and cows of indigenous breeds namely Sahiwal, Gir, Red Sindhi, Rathi and Tharparkar for their Dairy Unit, to promote self employment in the Dairy Sector.","[""Goa""]","State","Individual","None","[""Farmer"", ""Youth"", ""Dairy"", ""Subsidy"", ""Cattle""]","2026-03-11 22:53:37.050594+05:30"
86,"rfcp","Registration for Crop Procurement","The scheme aims to ensure fair crop prices for farmers by facilitating government procurement and provides easy online registration for landholding farmers to sell their crops at minimum support price. ","[""Madhya Pradesh""]","State","Individual","None","[""Farmer"", ""Financial Assistance"", ""Crop"", ""Procurement"", ""Grain""]","2026-03-11 22:53:37.050597+05:30"
87,"mmgky","Mukhyamantri Ghasyari Kalyan Yojana","The scheme aims to provide affordable and nutritious packed silage and total mixed animal feed to livestock farmers, especially women, in the remote hilly areas of Uttarakhand. Under this scheme, silage is made available to livestock farmers at a subsidized rate of ₹2.75 per kg.","[""Uttarakhand""]","State","Individual","None","[""Silage"", ""Animal Feed"", ""Fodder"", ""Livestock Farmer"", ""Cattle Rearer""]","2026-03-11 22:53:37.050599+05:30"
88,"tdphduk","Tea Development Programme in the Hilly Districts of Uttarakhand - Uttarakhand Tea Development Board","The scheme aims to promote tea cultivation in the mountainous regions of Uttarakhand, providing sustainable employment, optimal utilization of barren and unused land, and economic upliftment of local farmers.","[""Uttarakhand""]","State","Individual","None","[""Tea"", ""Tea Development Board"", ""Farmer"", ""Self-Employment"", ""Tea Plantation"", ""Tea Garden"", ""Tea Industry""]","2026-03-11 22:53:37.050601+05:30"
89,"dpivrcscb","District Plan: Inter-Village Road Construction Scheme on Contributory Basis","The scheme aims to facilitate the easy and timely transportation of sugarcane from farms to purchasing centers and sugar mills by improving inter-village road connectivity in sugarcane-growing areas.","[""Uttarakhand""]","State","Individual","None","[""Road Construction"", ""Sugar Transportation"", ""Sugarcane"", ""Farmer"", ""Sugar Mill""]","2026-03-11 22:53:37.050603+05:30"
90,"gscap","Grant Scheme for Cultivation of Aromatic Plants - Centre for Aromatic Plants","The scheme aims to encourage farmers to adopt the cultivation of commercially valuable aromatic crops such as lemongrass, citronella, palmarosa, khus, damask rose, mint (except Japanese mint), geranium, black cumin, rosemary, bay leaf, timur & sandalwood by providing financial assistance to them.","[""Uttarakhand""]","State","Individual","None","[""Aromatic"", ""Farmer"", ""Aromatic Plants"", ""Cultivation"", ""Grant""]","2026-03-11 22:53:37.050605+05:30"
91,"cg-ubasnfihbe","Craft & Gear (Unit: Boats of Appropriate Sizes Including Nets, Fish & Ice Holding Boxes, Etc.)","The scheme aims to uplift traditional fishermen by providing financial help in the form of a subsidy on the purchase or construction of new wooden or Fiberglass Reinforced Plastic fishing crafts below 26 feet for inland fishing activities in Goa.","[""Goa""]","State","Individual","None","[""Fisherman"", ""Subsidy"", ""Craft"", ""Gear"", ""Boat""]","2026-03-11 22:53:37.050607+05:30"
92,"ghc","Greenhouse Construction","The scheme aims to promote protected cultivation of vegetables and flowers by encouraging farmers to adopt greenhouse technology through substantial financial assistance and support, thereby increasing productivity, improving crop quality, and enhancing farmers’ income.","[""Uttarakhand""]","State","Individual","None","[""Greenhouse"", ""Farmer"", ""Polyhouse"", ""Horticulture""]","2026-03-11 22:53:37.050609+05:30"
93,"nss","Nishadraj Scholarship Scheme","The scheme aims to promote higher education among children of fisher families working in federation reservoirs by providing scholarships of up to ₹20,000 for technical courses and up to ₹10,000 for non-technical courses.","[""Madhya Pradesh""]","State","Individual","None","[""Fish Farmer"", ""Children"", ""Higher Education"", ""Scholarship"", ""Student""]","2026-03-11 22:53:37.050611+05:30"
94,"slfsss","Grant for Sex-Sorted Semen to Livestock Farmers","The scheme aims to promote breed improvement and increase milk production by encouraging the use of sex-sorted semen for artificial insemination in cows and buffaloes.","[""Uttarakhand""]","State","Individual","None","[""Livestock"", ""Buffalo"", ""Cattle"", ""Sex-Sorted Semen"", ""Livestock"", ""Artificial Insemination""]","2026-03-11 22:53:38.372099+05:30"
95,"tpedb","Training Programme for Entrepreneurship Development in Biotechnology","The scheme aims to train youth in biotechnology and develop entrepreneurial skills by providing technical knowledge, mentorship, and guidance to help them initiate biotech startups.","[""Uttarakhand""]","State","Individual","None","[""Training Program"", ""Entrepreneurship Development"", ""Biotechnology"", ""Student"", ""Researcher""]","2026-03-11 22:53:38.37211+05:30"
